point_id,site,date,woody_plant_sp,DBH,
point_57,EREC,19_june,black willow,10.4,
point_57,EREC,19_june,black willow,12.7,
point_57,EREC,19_june,black willow,10.4,
point_57,EREC,19_june,black willow,10.1,
point_57,EREC,19_june,black willow,12,
point_57,EREC,19_june,black willow,11,
point_57,EREC,19_june,black willow,11.4,
point_57,EREC,19_june,black willow,15,
point_57,EREC,19_june,black willow,10.6,
point_57,EREC,19_june,black willow,10.1,
point_57,EREC,19_june,black willow,13.4,
point_57,EREC,19_june,black willow,11.4,
point_58,EREC,14_june,callery pear,10.4,
point_58,EREC,14_june,callery pear,10.1,
point_58,EREC,14_june,black willow,10.4,
point_58,EREC,14_june,black willow,10.9,
point_58,EREC,14_june,black willow,10,
point_60,EREC,6_june,hackberry,20.4,
point_60,EREC,6_june,hackberry,19.6,
point_60,EREC,6_june,hackberry,17.3,
point_60,EREC,6_june,hackberry,19.2,
point_60,EREC,6_june,hackberry,21.6,
point_60,EREC,6_june,hackberry,10.2,
point_60,EREC,6_june,hackberry,17,
point_60,EREC,6_june,hackberry,35.4,
point_60,EREC,6_june,hackberry,39,
point_60,EREC,6_june,hackberry,15.7,
point_60,EREC,6_june,hackberry,27.6,
point_60,EREC,6_june,hackberry,17,
point_60,EREC,6_june,hackberry,89.9,
point_60,EREC,6_june,hackberry,23.1,
point_60,EREC,6_june,hackberry,25,
point_60,EREC,6_june,hackberry,20.4,
point_60,EREC,6_june,hackberry,15.9,
point_60,EREC,6_june,black locust,40.2,
point_60,EREC,6_june,black locust,26.2,
point_60,EREC,6_june,black locust,30.7,
point_60,EREC,6_june,black locust_snag,11.8,
point_60,EREC,6_june,black locust_snag,14.8,
point_60,EREC,6_june,black locust_snag,45.5,
point_60,EREC,6_june,black cherry,10.5,
point_60,EREC,6_june,black cherry,13.1,
point_60,EREC,6_june,honeysuckle,10.3,
point_60,EREC,6_june,honeysuckle,10.4,
point_61,EREC,6_june,black cherry,23.5,
point_61,EREC,6_june,black cherry,21.4,
point_61,EREC,6_june,black cherry,20.3,
point_61,EREC,6_june,black cherry,33.6,
point_61,EREC,6_june,black cherry,29.4,
point_61,EREC,6_june,black cherry,34,
point_61,EREC,6_june,black cherry,30.4,
point_61,EREC,6_june,honeysuckle,10.9,
point_61,EREC,6_june,honeysuckle,14.5,
point_61,EREC,6_june,honeysuckle,12.6,
point_61,EREC,6_june,honeysuckle,11,
point_61,EREC,6_june,honeysuckle,11,
point_61,EREC,6_june,honeysuckle,20.5,
point_61,EREC,6_june,honeysuckle,10,
point_61,EREC,6_june,honeysuckle,10.2,
point_61,EREC,6_june,hackberry,14.4,
point_61,EREC,6_june,hackberry,27.1,
point_61,EREC,6_june,hackberry,31,
point_61,EREC,6_june,hackberry,16,
point_61,EREC,6_june,hawthorn,18.8,
point_61,EREC,6_june,american elm,11.9,
point_61,EREC,6_june,american elm,22.3,
point_61,EREC,6_june,american elm,13.1,
point_61,EREC,6_june,american elm,22.2,
point_61,EREC,6_june,black locust,17.2,
point_62,EREC,6_june,hackberry,16.3,
point_62,EREC,6_june,hackberry,19.2,
point_62,EREC,6_june,american elm,45.6,
point_62,EREC,6_june,black locust,12.8,
point_62,EREC,6_june,black cherry,18,
point_62,EREC,6_june,hawthorn,10.9,
point_62,EREC,6_june,honeysuckle_snag,11.5,
point_63,EREC,6_june,black cherry,12.2,
point_63,EREC,6_june,black cherry,11.2,
point_63,EREC,6_june,black cherry,15.6,
point_63,EREC,6_june,american sweetgum,12.2,
point_63,EREC,6_june,american sweetgum,11.5,
point_66,EREC,4_june,black cherry,13.6,
point_66,EREC,4_june,black cherry,45,
point_66,EREC,4_june,black cherry,33.9,
point_66,EREC,4_june,black cherry_snag,10.7,
point_66,EREC,4_june,black cherry,18.7,
point_66,EREC,4_june,black cherry,10.3,
point_66,EREC,4_june,black cherry,10,
point_66,EREC,4_june,black cherry,16.1,
point_66,EREC,4_june,black cherry,21.3,
point_66,EREC,4_june,black cherry,40.5,
point_66,EREC,4_june,black cherry,17.1,
point_66,EREC,4_june,black cherry,19.1,
point_66,EREC,4_june,black locust,15.5,
point_66,EREC,4_june,honeysuckle,10.7,
point_66,EREC,4_june,honeysuckle,10.4,
point_66,EREC,4_june,honeysuckle,10.7,
point_66,EREC,4_june,honeysuckle,13,
point_66,EREC,4_june,honeysuckle,10.2,
point_66,EREC,4_june,honey locust,30.6,
point_66,EREC,4_june,honey locust,35.9,
point_66,EREC,4_june,honey locust,29.8,
point_66,EREC,4_june,honey locust,26.9,
point_66,EREC,4_june,american elm,13.7,
point_66,EREC,4_june,american elm,20.1,
point_66,EREC,4_june,hackberry,22.3,
point_66,EREC,4_june,hackberry,27.6,
point_66,EREC,4_june,hawthorn,26.7,
point_66,EREC,4_june,hawthorn,23.6,
point_67,EREC,4_june,honeysuckle,10.4,
point_67,EREC,4_june,honeysuckle,15,
point_67,EREC,4_june,honeysuckle,13.5,
point_67,EREC,4_june,black locust,45.6,
point_67,EREC,4_june,black locust,28.3,
point_67,EREC,4_june,red oak,18.2,
point_67,EREC,4_june,black cherry,19.6,
point_67,EREC,4_june,hackberry,11.4,
point_67,EREC,4_june,hackberry,33.4,
point_67,EREC,4_june,hackberry,35,
point_67,EREC,4_june,hackberry,24.4,
point_67,EREC,4_june,hackberry,46.7,
point_67,EREC,4_june,hackberry,67.8,
point_67,EREC,4_june,hackberry,34.8,
point_67,EREC,4_june,hackberry,24.6,
point_67,EREC,4_june,hackberry,11.7,
point_67,EREC,4_june,hackberry,15.4,
point_67,EREC,4_june,hackberry,10.3,
point_67,EREC,4_june,hackberry,40.3,
point_67,EREC,4_june,hackberry,14.8,
point_67,EREC,4_june,hackberry,11.5,
point_67,EREC,4_june,hackberry,14.6,
point_67,EREC,4_june,hackberry,10.5,
point_67,EREC,4_june,hackberry,12,
point_67,EREC,4_june,hackberry,29.8,
point_67,EREC,4_june,hackberry,16.3,
point_67,EREC,4_june,hackberry,22.5,
point_67,EREC,4_june,hackberry,11.8,
point_67,EREC,4_june,hackberry,34.2,
point_67,EREC,4_june,hackberry,29.3,
point_67,EREC,4_june,hackberry,21.4,
point_67,EREC,4_june,hackberry,23.8,
point_68,EREC,12_june,american elm,38,
point_68,EREC,12_june,black locust,12,
point_68,EREC,12_june,black locust,10,
point_68,EREC,12_june,black locust,12.7,
point_68,EREC,12_june,black locust,12,
point_68,EREC,12_june,hackberry,31.7,
point_69,EREC,20_june,american elm,16.8,
point_69,EREC,20_june,butternut,16.5,
point_69,EREC,20_june,white ash,36.5,
point_69,EREC,20_june,hackberry,51.8,
point_69,EREC,20_june,hackberry,25.5,
point_69,EREC,20_june,hackberry,19.6,
point_69,EREC,20_june,hackberry,25.8,
point_69,EREC,20_june,hackberry,26,
point_69,EREC,20_june,hackberry,32.2,
point_69,EREC,20_june,hackberry,43.3,
point_69,EREC,20_june,hackberry,36.6,
point_69,EREC,20_june,honeysuckle,13.5,
point_69,EREC,20_june,honeysuckle,16.2,
point_69,EREC,20_june,honeysuckle,11,
point_69,EREC,20_june,honeysuckle,10.9,
point_69,EREC,20_june,honeysuckle,10.5,
point_69,EREC,20_june,honeysuckle,12,
point_69,EREC,20_june,honeysuckle,13.9,
point_69,EREC,20_june,honeysuckle,14.5,
point_69,EREC,20_june,honeysuckle,10.3,
point_69,EREC,20_june,honeysuckle,11.7,
point_69,EREC,20_june,honeysuckle,16.2,
point_69,EREC,20_june,honeysuckle,13.5,
point_69,EREC,20_june,honeysuckle,10,
point_69,EREC,20_june,honeysuckle,12.1,
point_69,EREC,20_june,honeysuckle,10.8,
point_69,EREC,20_june,honeysuckle,11,
point_69,EREC,20_june,honeysuckle,13.8,
point_69,EREC,20_june,honeysuckle,15.6,
point_69,EREC,20_june,honeysuckle,15.5,
point_69,EREC,20_june,honeysuckle,12.2,
point_69,EREC,20_june,honeysuckle,10.3,
point_70,EREC,12_june,hackberry,35.5,
point_70,EREC,12_june,hackberry,51,
point_70,EREC,12_june,hackberry,45.5,
point_70,EREC,12_june,hackberry,24.7,
point_70,EREC,12_june,hackberry,14.8,
point_70,EREC,12_june,hackberry,53.2,
point_70,EREC,12_june,hackberry,31.4,
point_70,EREC,12_june,hackberry,28.1,
point_70,EREC,12_june,hackberry,50.5,
point_70,EREC,12_june,hackberry,19.4,
point_70,EREC,12_june,hackberry,27.1,
point_70,EREC,12_june,hackberry,30.3,
point_70,EREC,12_june,hackberry,24.1,
point_70,EREC,12_june,black locust,26.2,
point_70,EREC,12_june,american elm,10.9,
point_70,EREC,12_june,honeysuckle,14.1,
point_70,EREC,12_june,honeysuckle,17.3,
point_70,EREC,12_june,honeysuckle,11.7,
point_70,EREC,12_june,honeysuckle,13,
point_70,EREC,12_june,honeysuckle,12.3,
point_70,EREC,12_june,honeysuckle,10.8,
point_70,EREC,12_june,honeysuckle,12.5,
point_70,EREC,12_june,honeysuckle,10.5,
point_70,EREC,12_june,honeysuckle,14.2,
point_70,EREC,12_june,honeysuckle,13,
point_70,EREC,12_june,honeysuckle,16.4,
point_70,EREC,12_june,honeysuckle,13,
point_70,EREC,12_june,honeysuckle,12,
point_71,EREC,14_june,black cherry,52.7,
point_71,EREC,14_june,american elm,44.8,
point_71,EREC,14_june,american elm,15.6,
point_71,EREC,14_june,american elm,38.3,
point_71,EREC,14_june,hackberry,58.9,
point_71,EREC,14_june,hackberry,32.4,
point_71,EREC,14_june,hackberry,26,
point_71,EREC,14_june,hackberry,35.9,
point_71,EREC,14_june,honeysuckle,11.2,
point_71,EREC,14_june,honeysuckle,11.6,
point_71,EREC,14_june,honeysuckle,17.8,
point_71,EREC,14_june,honeysuckle,11,
point_71,EREC,14_june,honeysuckle,10.7,
point_71,EREC,14_june,honeysuckle,10,
point_71,EREC,14_june,honeysuckle,10.6,
point_71,EREC,14_june,honeysuckle,13.5,
point_71,EREC,14_june,honeysuckle,11.7,
point_71,EREC,14_june,honeysuckle,11,
point_72,EREC,21_may,black cherry,24,
point_72,EREC,21_may,honeysuckle,14.3,
point_72,EREC,21_may,honeysuckle,14,
point_72,EREC,21_may,honeysuckle,13.9,
point_72,EREC,21_may,honeysuckle,17.1,
point_72,EREC,21_may,honeysuckle,22.4,
point_72,EREC,21_may,honeysuckle,12.6,
point_72,EREC,21_may,honeysuckle,14.7,
point_72,EREC,21_may,honeysuckle,10.7,
point_72,EREC,21_may,honeysuckle,10.1,
point_73,EREC,16_may,black locust,16.6,
point_73,EREC,16_may,black locust,18.3,
point_73,EREC,16_may,black locust,11.8,
point_73,EREC,16_may,black locust,12.5,
point_73,EREC,16_may,black locust,10.1,
point_73,EREC,16_may,black locust,11.2,
point_73,EREC,16_may,boxelder,11.3,
point_73,EREC,16_may,honeysuckle,11.8,
point_73,EREC,16_may,honeysuckle,11.6,
point_73,EREC,16_may,honeysuckle,10.3,
point_73,EREC,16_may,honeysuckle,11.3,
point_73,EREC,16_may,birch,11.4,
point_73,EREC,16_may,birch,11.5,
point_73,EREC,16_may,birch,10.7,
point_74,EREC,7_june,black locust,16.8,
point_74,EREC,7_june,black locust,10.5,
point_74,EREC,7_june,black locust,15.6,
point_74,EREC,7_june,black locust,11.5,
point_74,EREC,7_june,black locust,13.2,
point_74,EREC,7_june,black locust,11.7,
point_74,EREC,7_june,black locust,10.9,
point_74,EREC,7_june,black locust,13,
point_74,EREC,7_june,black locust,11.7,
point_74,EREC,7_june,black locust,10.6,
point_74,EREC,7_june,black locust,12.5,
point_74,EREC,7_june,white ash,10.2,
point_74,EREC,7_june,boxelder,14.8,
point_74,EREC,7_june,boxelder,11.3,
point_74,EREC,7_june,boxelder,12.2,
point_74,EREC,7_june,maple,11.7,
point_74,EREC,7_june,american elm,11,
point_74,EREC,7_june,black cherry,13.5,
point_75,EREC,7_june,black locust,14.5,
point_75,EREC,7_june,black locust,12.9,
point_75,EREC,7_june,black locust,13.2,
point_75,EREC,7_june,black locust,16.9,
point_75,EREC,7_june,black cherry,10.2,
point_76,EREC,21_june,black locust,49.6,
point_76,EREC,21_june,black locust,42.7,
point_76,EREC,21_june,hackberry,15,
point_76,EREC,21_june,hackberry,29.8,
point_76,EREC,21_june,hackberry,37.1,
point_76,EREC,21_june,hackberry,44.2,
point_76,EREC,21_june,hackberry,18.1,
point_76,EREC,21_june,hackberry,12,
point_76,EREC,21_june,hackberry,15.8,
point_76,EREC,21_june,hackberry,38.1,
point_76,EREC,21_june,hackberry,66,
point_76,EREC,21_june,hackberry,11.6,
point_76,EREC,21_june,hackberry,19.5,
point_76,EREC,21_june,hawthorn,13.3,
point_76,EREC,21_june,honeysuckle,10.5,
point_76,EREC,21_june,honeysuckle,13,
point_76,EREC,21_june,honeysuckle,13,
point_76,EREC,21_june,honeysuckle,10.8,
point_76,EREC,21_june,honeysuckle,11,
point_77,EREC,21_june,black cherry,11.5,
point_77,EREC,21_june,mulberry sp.,16.5,
point_77,EREC,21_june,black locust,33.5,
point_77,EREC,21_june,black locust,46.6,
point_77,EREC,21_june,black locust_snag,12.7,
point_77,EREC,21_june,black locust,12,
point_77,EREC,21_june,black locust,10.4,
point_77,EREC,21_june,black locust,17.4,
point_77,EREC,21_june,black locust,13,
point_77,EREC,21_june,black locust,10.9,
point_77,EREC,21_june,black locust,18,
point_77,EREC,21_june,black locust,14.5,
point_77,EREC,21_june,black locust,13.4,
point_77,EREC,21_june,black locust,16.5,
point_77,EREC,21_june,black locust,10.4,
point_77,EREC,21_june,black locust,12.3,
point_77,EREC,21_june,black locust,10.6,
point_77,EREC,21_june,black locust,16.4,
point_77,EREC,21_june,black locust,16.5,
point_77,EREC,21_june,black locust,39.4,
point_77,EREC,21_june,black locust,10.2,
point_77,EREC,21_june,black locust,37.8,
point_77,EREC,21_june,black locust,27,
point_77,EREC,21_june,black locust,44,
point_77,EREC,21_june,black locust,37.9,
point_77,EREC,21_june,hackberry,23.5,
point_77,EREC,21_june,hackberry,10.7,
point_77,EREC,21_june,hackberry,27.8,
point_77,EREC,21_june,hackberry,35.7,
point_77,EREC,21_june,hackberry,24,
point_77,EREC,21_june,hackberry,20.5,
point_77,EREC,21_june,hackberry,28.8,
point_77,EREC,21_june,hackberry,18.5,
point_77,EREC,21_june,hackberry,28.9,
point_77,EREC,21_june,hackberry,29.3,
point_78,EREC,24_may,Quercus sp.,38.7,
point_78,EREC,24_may,Quercus sp.,47.2,
point_78,EREC,24_may,Quercus sp.,48.9,
point_78,EREC,24_may,Quercus sp.,65.5,
point_78,EREC,24_may,Quercus sp.,57.5,
point_78,EREC,24_may,Quercus sp.,49.6,
point_78,EREC,24_may,Quercus sp.,76.5,
point_78,EREC,24_may,black cherry,41.6,
point_78,EREC,24_may,black cherry,28,
point_78,EREC,24_may,black cherry,19.2,
point_78,EREC,24_may,hackberry,26.1,
point_78,EREC,24_may,hackberry,20.9,
point_78,EREC,24_may,hackberry,30.1,
point_78,EREC,24_may,hackberry,34.1,
point_78,EREC,24_may,honeysuckle,10.3,
point_78,EREC,24_may,honeysuckle,10.5,
point_78,EREC,24_may,honeysuckle,11.6,
point_78,EREC,24_may,honeysuckle,17.3,
point_79,EREC,10_june,hackberry,41.5,
point_79,EREC,10_june,hackberry,65.5,
point_79,EREC,10_june,hackberry,38,
point_79,EREC,10_june,hackberry,34.5,
point_79,EREC,10_june,hackberry,12.4,
point_79,EREC,10_june,hackberry,38.5,
point_79,EREC,10_june,hackberry,28.3,
point_79,EREC,10_june,hackberry,18.4,
point_79,EREC,10_june,hackberry,12.5,
point_79,EREC,10_june,hackberry,28.3,
point_79,EREC,10_june,hackberry,18.6,
point_79,EREC,10_june,hackberry,46.9,
point_79,EREC,10_june,hackberry,37.1,
point_79,EREC,10_june,hackberry,20.5,
point_79,EREC,10_june,hackberry,28,
point_79,EREC,10_june,hackberry,18.6,
point_79,EREC,10_june,black cherry,19.3,
point_79,EREC,10_june,black cherry,26.8,
point_79,EREC,10_june,black locust,28.5,
point_79,EREC,10_june,black locust,28,
point_79,EREC,10_june,honeysuckle,16.5,
point_79,EREC,10_june,honeysuckle,11.4,
point_79,EREC,10_june,honeysuckle,17.2,
point_79,EREC,10_june,honeysuckle,22,
point_79,EREC,10_june,honeysuckle,15.7,
point_79,EREC,10_june,honeysuckle,14.4,
point_79,EREC,10_june,honeysuckle,12.4,
point_79,EREC,10_june,honeysuckle,12.7,
point_79,EREC,10_june,honeysuckle,10.7,
point_79,EREC,10_june,honeysuckle,11.7,
point_79,EREC,10_june,honeysuckle,16,
point_79,EREC,10_june,honeysuckle,13.5,
point_79,EREC,10_june,honeysuckle,20.5,
point_79,EREC,10_june,honeysuckle,12.4,
point_79,EREC,10_june,hawthorn,18.5,
point_79,EREC,10_june,willow sp.,39.2,
point_80,EREC,10_june,black cherry,22.5,
point_80,EREC,10_june,hackberry,53.7,
point_80,EREC,10_june,hackberry,15.1,
point_80,EREC,10_june,hackberry,19.3,
point_80,EREC,10_june,hackberry,12.7,
point_80,EREC,10_june,hackberry,11.9,
point_80,EREC,10_june,hackberry,68.4,
point_80,EREC,10_june,honeysuckle,13.6,
point_80,EREC,10_june,honeysuckle,12.4,
point_80,EREC,10_june,honeysuckle,11.8,
point_80,EREC,10_june,honeysuckle,13.8,
point_80,EREC,10_june,honeysuckle,12.1,
point_80,EREC,10_june,honeysuckle,10.7,
point_80,EREC,10_june,honeysuckle,18.5,
point_80,EREC,10_june,honeysuckle,11.5,
point_80,EREC,10_june,honeysuckle,15.8,
point_80,EREC,10_june,black locust,11.6,
point_80,EREC,10_june,black locust,27.4,
point_80,EREC,10_june,boxelder,16.6,
point_80,EREC,10_june,boxelder,10.6,
point_80,EREC,10_june,honey locust,19.7,
point_80,EREC,10_june,honey locust,37.5,
point_81,EREC,10_june,boxelder,11.8,
point_81,EREC,10_june,boxelder,27.5,
point_81,EREC,10_june,honeysuckle,14,
point_81,EREC,10_june,black cherry,19.7,
point_81,EREC,10_june,black cherry,13.2,
point_81,EREC,10_june,black cherry,26.9,
point_81,EREC,10_june,american elm,57.4,
point_82,EREC,11_june,hackberry,14,
point_82,EREC,11_june,hackberry,33,
point_82,EREC,11_june,american elm,54.5,
point_82,EREC,11_june,american elm,43.3,
point_82,EREC,11_june,mulberry,65.7,
point_83,EREC,7_june,american elm,24.4,
point_83,EREC,7_june,american elm,15.2,
point_83,EREC,7_june,american elm,14.6,
point_83,EREC,7_june,american elm_snag,28.8,
point_83,EREC,7_june,american elm,25.7,
point_83,EREC,7_june,american elm,30.2,
point_83,EREC,7_june,american elm_snag,37.8,
point_83,EREC,7_june,hackberry,27.4,
point_83,EREC,7_june,hackberry,29.4,
point_83,EREC,7_june,hackberry,29.1,
point_83,EREC,7_june,hackberry,25.9,
point_83,EREC,7_june,hackberry,17,
point_83,EREC,7_june,hackberry,19.2,
point_83,EREC,7_june,hackberry,15.4,
point_83,EREC,7_june,hackberry,22.1,
point_83,EREC,7_june,hackberry,23.1,
point_83,EREC,7_june,hackberry,19.2,
point_83,EREC,7_june,hackberry,16.4,
point_83,EREC,7_june,black locust,30.7,
point_83,EREC,7_june,hawthorn,14,
point_83,EREC,7_june,hawthorn,17.4,
point_83,EREC,7_june,honey locust,11.8,
point_83,EREC,7_june,white ash,22.4,
point_83,EREC,7_june,white ash,29.2,
point_85,EREC,7_june,hackberry,19.9,
point_85,EREC,7_june,hackberry,22,
point_85,EREC,7_june,black locust,33.5,
point_85,EREC,7_june,black cherry,26.2,
point_85,EREC,7_june,black cherry,30.3,
point_85,EREC,7_june,black cherry,37.7,
point_85,EREC,7_june,black cherry,53.4,
point_85,EREC,7_june,american elm,51.3,
point_86,EREC,7_june,honeysuckle,11.7,
point_86,EREC,7_june,honeysuckle,11.4,
point_86,EREC,7_june,honeysuckle,15.8,
point_86,EREC,7_june,honeysuckle,10.8,
point_86,EREC,7_june,honeysuckle,13.7,
point_86,EREC,7_june,honeysuckle,16.4,
point_86,EREC,7_june,honeysuckle,16,
point_86,EREC,7_june,honeysuckle,13.9,
point_86,EREC,7_june,honeysuckle,15.6,
point_86,EREC,7_june,honeysuckle,12.6,
point_86,EREC,7_june,honeysuckle,10.6,
point_86,EREC,7_june,honeysuckle,10,
point_86,EREC,7_june,honeysuckle,13.5,
point_86,EREC,7_june,honeysuckle,11.3,
point_86,EREC,7_june,honeysuckle,13.7,
point_86,EREC,7_june,honeysuckle,19.6,
point_86,EREC,7_june,mulberry,12.8,
point_86,EREC,7_june,mulberry,20.6,
point_86,EREC,7_june,hawthorn,13.8,
point_86,EREC,7_june,hawthorn,11.6,
point_86,EREC,7_june,hawthorn,13.6,
point_86,EREC,7_june,hawthorn,15.4,
point_86,EREC,7_june,hawthorn,34.2,
point_86,EREC,7_june,hawthorn,21.2,
point_86,EREC,7_june,hackberry,42.6,
point_86,EREC,7_june,hackberry,34.9,
point_86,EREC,7_june,black cherry_snag,37,
point_87,EREC,24_may,honeysuckle,11.5,
point_87,EREC,24_may,honeysuckle,17.1,
point_87,EREC,24_may,honeysuckle,17.2,
point_87,EREC,24_may,honeysuckle,12.9,
point_87,EREC,24_may,honeysuckle,10.6,
point_87,EREC,24_may,honeysuckle,10.3,
point_87,EREC,24_may,honeysuckle,12.8,
point_87,EREC,24_may,honeysuckle,14.2,
point_87,EREC,24_may,honeysuckle,16.2,
point_87,EREC,24_may,honeysuckle,11.9,
point_87,EREC,24_may,hackberry,10.3,
point_87,EREC,24_may,hackberry,17.2,
point_87,EREC,24_may,hackberry,13.5,
point_87,EREC,24_may,hackberry,11.9,
point_87,EREC,24_may,hackberry,32,
point_87,EREC,24_may,black cherry,36.1,
point_87,EREC,24_may,beech,28.2,
point_87,EREC,24_may,coffeetree,18.3,
point_87,EREC,24_may,coffeetree,41.4,
point_87,EREC,24_may,hackberry,64.4,
point_87,EREC,24_may,hackberry,13.3,
point_87,EREC,24_may,hackberry,15,
point_88,EREC,23_june,hackberry,29.7,
point_88,EREC,23_june,hackberry,17.4,
point_88,EREC,23_june,hackberry,59.6,
point_88,EREC,23_june,honeysuckle,11.4,
point_88,EREC,23_june,honeysuckle,11.7,
point_88,EREC,23_june,black walnut,23.3,
point_88,EREC,23_june,black walnut,14.9,
point_88,EREC,23_june,black locust,11.3,
point_88,EREC,23_june,eastern redbud,15.2,
point_88,EREC,23_june,eastern redbud,16.1,
point_88,EREC,23_june,callery pear,11.7,
point_89,EREC,11_june,black cherry,23.4,
point_89,EREC,11_june,black cherry,12.2,
point_89,EREC,11_june,honeysuckle,11.2,
point_89,EREC,11_june,honeysuckle,11.1,
point_89,EREC,11_june,honeysuckle,13.8,
point_89,EREC,11_june,honeysuckle,11.5,
point_89,EREC,11_june,honeysuckle,10,
point_89,EREC,11_june,honeysuckle,18.6,
point_89,EREC,11_june,honeysuckle,21,
point_89,EREC,11_june,honeysuckle,12,
point_89,EREC,11_june,hackberry,19.8,
point_90,EREC,10_june,black cherry,22.3,
point_90,EREC,10_june,black cherry,35,
point_90,EREC,10_june,hackberry,13.1,
point_90,EREC,10_june,hackberry,40.5,
point_90,EREC,10_june,hackberry,35.6,
point_90,EREC,10_june,honeysuckle,16.6,
point_90,EREC,10_june,honeysuckle,13.5,
point_90,EREC,10_june,honeysuckle,15.8,
point_90,EREC,10_june,hawthorn,17,
point_91,EREC,20_june,hackberry,27.7,
point_91,EREC,20_june,hackberry,64.2,
point_91,EREC,20_june,hackberry,47.6,
point_91,EREC,20_june,hackberry,14.3,
point_91,EREC,20_june,hackberry,16.7,
point_91,EREC,20_june,hackberry,17.7,
point_91,EREC,20_june,hackberry,35.4,
point_91,EREC,20_june,hackberry,31.4,
point_91,EREC,20_june,hackberry,16.1,
point_91,EREC,20_june,hackberry,43.4,
point_91,EREC,20_june,hackberry,18.7,
point_91,EREC,20_june,hackberry,16,
point_91,EREC,20_june,hackberry,38.8,
point_91,EREC,20_june,hackberry,18,
point_91,EREC,20_june,hackberry,30.9,
point_91,EREC,20_june,hackberry,18.4,
point_91,EREC,20_june,hackberry,17.6,
point_91,EREC,20_june,hackberry,18,
point_91,EREC,20_june,hackberry,21,
point_91,EREC,20_june,honey locust,64.4,
point_91,EREC,20_june,hawthorn,17.7,
point_91,EREC,20_june,honeysuckle,10.9,
point_93,EREC,12_june,hackberry,35.7,
point_93,EREC,12_june,hackberry,42.4,
point_93,EREC,12_june,hackberry,19.9,
point_93,EREC,12_june,hackberry,18.3,
point_93,EREC,12_june,hackberry,23.1,
point_93,EREC,12_june,boxelder,27.8,
point_93,EREC,12_june,hawthorn,18.4,
point_93,EREC,12_june,hawthorn,24.4,
point_94,EREC,12_june,hackberry,18.3,
point_94,EREC,12_june,hackberry,12.8,
point_94,EREC,12_june,hackberry_snag,22.5,
point_94,EREC,12_june,hackberry_snag,49,
point_94,EREC,12_june,hackberry,59.6,
point_94,EREC,12_june,hackberry,16.6,
point_94,EREC,12_june,hackberry,14.8,
point_94,EREC,12_june,hackberry,39.5,
point_94,EREC,12_june,hackberry,18.5,
point_94,EREC,12_june,callery pear,12.8,
point_94,EREC,12_june,black locust,17.5,
point_94,EREC,12_june,honeysuckle,11.1,
point_94,EREC,12_june,honeysuckle,14.2,
point_95,EREC,11_june,black walnut,11.2,
point_95,EREC,11_june,black walnut,23.5,
point_95,EREC,11_june,black walnut,19.8,
point_95,EREC,11_june,black walnut,14.5,
point_95,EREC,11_june,black walnut,25.8,
point_95,EREC,11_june,black walnut,13.4,
point_95,EREC,11_june,black walnut,17.1,
point_95,EREC,11_june,black walnut,23.2,
point_95,EREC,11_june,black walnut,20.4,
point_95,EREC,11_june,black walnut,20.3,
point_95,EREC,11_june,honeysuckle,10.8,
point_95,EREC,11_june,honeysuckle,10.2,
point_95,EREC,11_june,honeysuckle,10,
point_95,EREC,11_june,honeysuckle,10.6,
point_95,EREC,11_june,honeysuckle,11.9,
point_95,EREC,11_june,honeysuckle,14.8,
point_95,EREC,11_june,honeysuckle,22.8,
point_95,EREC,11_june,honeysuckle,21.7,
point_95,EREC,11_june,honeysuckle,12,
point_95,EREC,11_june,honeysuckle,11.7,
point_95,EREC,11_june,honeysuckle,15.9,
point_95,EREC,11_june,honeysuckle,15.5,
point_95,EREC,11_june,honeysuckle,17.8,
point_96,EREC,11_june,hackberry,29.9,
point_96,EREC,11_june,hackberry,26.2,
point_96,EREC,11_june,hackberry,39.6,
point_96,EREC,11_june,hackberry,14.6,
point_96,EREC,11_june,hackberry,39.7,
point_96,EREC,11_june,hackberry,36.8,
point_96,EREC,11_june,hackberry,29,
point_96,EREC,11_june,hackberry,14.1,
point_96,EREC,11_june,hackberry,22.3,
point_96,EREC,11_june,hackberry,14.1,
point_96,EREC,11_june,hackberry,51.2,
point_96,EREC,11_june,hackberry,30,
point_96,EREC,11_june,hackberry,13.6,
point_96,EREC,11_june,hackberry,18,
point_96,EREC,11_june,hackberry,23.7,
point_96,EREC,11_june,honeysuckle,11.6,
point_96,EREC,11_june,honeysuckle,10.8,
point_96,EREC,11_june,honeysuckle,13.4,
point_96,EREC,11_june,honeysuckle,11.8,
point_96,EREC,11_june,honeysuckle,16.5,
point_96,EREC,11_june,honeysuckle,16.5,
point_96,EREC,11_june,honeysuckle,24.2,
point_96,EREC,11_june,honeysuckle,13,
point_96,EREC,11_june,honeysuckle,13.9,
point_96,EREC,11_june,honeysuckle,10.6,
point_96,EREC,11_june,black locust_snag,23.2,
point_96,EREC,11_june,black locust_snag,22.5,
point_96,EREC,11_june,hawthorn,13.5,
point_96,EREC,11_june,hawthorn,15.5,
point_96,EREC,11_june,hawthorn,20.7,
point_96,EREC,11_june,boxelder,17,
point_98,EREC,12_june,hackberry,24,
point_98,EREC,12_june,hackberry,21.7,
point_98,EREC,12_june,hackberry,16.1,
point_98,EREC,12_june,hackberry,75.2,
point_98,EREC,12_june,hackberry,57.5,
point_98,EREC,12_june,hackberry,54.6,
