point_id,site,date,woody_plant_sp,DBH,%lich_0cmN,%lich_50cmN,%lich_100cmN,%lich_150cmN,%lich_0cmS,%lich_50cmS,%lich_100cmS,%lich_150cmS,%north,%south,%all,lichen1,lichen2,lichen3,lichen4,lichen5,lichen6,lichen7,NoGenera,Comments
point_9,Floracliff,4_august,red oak,13.2,0,3,12,10,0,3,3,7,6.25,3.25,4.75,Phaeophyscia,Myelochroa,,,,,,2,
point_9,Floracliff,4_august,chinkapin oak,10.6,0,0,3,10,0,3,8,11,3.25,5.5,4.375,Punctelia,,,,,,,1,
point_9,Floracliff,4_august,american elm,25.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_10,Floracliff,3_august,honey locust,22,0,1,11,10,1,25,20,7,5.5,13.25,9.375,Myelochroa,,,,,,,1,
point_10,Floracliff,3_august,eastern redbud,14.8,0,3,7,25,0,3,5,10,8.75,4.5,6.625,Phaeophyscia,Punctelia,Myelochroa,Physcia,,,,4,
point_10,Floracliff,3_august,black walnut,28,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_10,Floracliff,3_august,red cedar,28.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_10,Floracliff,3_august,american sycamore_snag,16.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_11,Floracliff,26_july,red cedar,15.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_11,Floracliff,26_july,eastern redbud,21,0,2,3,10,0,1,1,5,3.75,1.75,2.75,Phaeophyscia,Myelochroa,,,,,,2,
point_11,Floracliff,26_july,american elm,29.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_11,Floracliff,26_july,black cherry,14.9,0,0,0,0,0,0,0,4,0,1,0.5,Punctelia,Phaeophyscia,,,,,,2,
point_11,Floracliff,26_july,black locust_snag,15.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_12,Floracliff,18_july,hackberry_snag,49.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_12,Floracliff,18_july,red cedar,22.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_12,Floracliff,18_july,red oak,28,0,0,5,7,0,0.5,3,3,3,1.625,2.3125,Phaeophyscia,Myelochroa,,,,,,2,
point_12,Floracliff,18_july,black walnut,32.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_12,Floracliff,18_july,american elm,21.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_13,Floracliff,18_july,red cedar,12.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_13,Floracliff,18_july,red cedar,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_13,Floracliff,18_july,ulmus sp.,11.3,0,5,10,5,0,5,30,20,5,13.75,9.375,Myelochroa,,,,,,,1,
point_13,Floracliff,18_july,ulmus sp.,25.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_13,Floracliff,18_july,osage orange,14.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_14,Floracliff,31_july,american elm,11.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_14,Floracliff,31_july,red cedar,41.9,0,0.5,0,0,0,0,0,0,0.125,0,0.0625,Phaeophyscia,,,,,,,1,
point_14,Floracliff,31_july,chinkapin oak,51.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_14,Floracliff,31_july,sugar maple,13.3,0,3,15,20,1,15,80,70,9.5,41.5,25.5,Phaeophyscia,Punctelia,Myelochroa,Physcia,,,,4,
point_14,Floracliff,31_july,white ash,39.1,0,1,2,2,0,0.5,0.5,6,1.25,1.75,1.5,Collema,Physcia,,,,,,2,
point_15,Floracliff,31_july,red cedar_snag,15.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_15,Floracliff,31_july,osage orange,14.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_15,Floracliff,31_july,white ash,11,0,0,3,3,0,5,9,6,1.5,5,3.25,Myelochroa,,,,,,,1,
point_15,Floracliff,31_july,black walnut,22.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_15,Floracliff,31_july,red oak,13.5,0,0,1,1,0,3,15,10,0.5,7,3.75,Phaeophyscia,Myelochroa,,,,,,2,
point_16,Floracliff,24_june,hackberry,21.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_16,Floracliff,24_june,white ash,10.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_16,Floracliff,24_june,osage orange,20.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_16,Floracliff,24_june,american elm,19.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_16,Floracliff,24_june,black cherry,29.7,0,10,15,40,0,0,2,10,16.25,3,9.625,Myelochroa,Parmotrema,,,,,,2,
point_17,Floracliff,24_june,american elm,12.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_17,Floracliff,24_june,ulmus sp.,18.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_17,Floracliff,24_june,black locust,17.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_17,Floracliff,24_june,boxelder,12.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_17,Floracliff,24_june,persimmon,10.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_18,Floracliff,18_july,black walnut,22.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_18,Floracliff,18_july,black cherry_snag,17.5,0,0,0,1,0,3,3,7,0.25,3.25,1.75,Phaeophyscia,Punctelia,,,,,,2,
point_18,Floracliff,18_july,hackberry,17.7,0,0.5,1,5,0,1,3,10,1.625,3.5,2.5625,Phaeophyscia,Myelochroa,,,,,,2,
point_18,Floracliff,18_july,white ash_snag,14.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_18,Floracliff,18_july,red oak,28.1,0,2,5,2,0,0.5,0,1,2.25,0.375,1.3125,Phaeophyscia,,,,,,,1,
point_19,Floracliff,18_july,red cedar,10.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_19,Floracliff,18_july,chinkapin oak,18.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_19,Floracliff,18_july,red oak,57.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_19,Floracliff,18_july,apple sp.,13.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_19,Floracliff,18_july,dogwood,10.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_20,Floracliff,15_july,red cedar,46.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_20,Floracliff,15_july,american elm_snag,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_20,Floracliff,15_july,chinkapin oak,18.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_20,Floracliff,15_july,red oak,30.5,2,8,10,25,0,5,25,50,11.25,20,15.625,Myelochroa,Phaeophyscia,,,,,,2,
point_20,Floracliff,15_july,oak sp.,50.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_22,Floracliff,20_july,red oak,40.5,0,1,1,3,0,1,3,12,1.25,4,2.625,Punctelia,Phaeophyscia,Myelochroa,,,,,3,
point_22,Floracliff,20_july,red cedar_snag,10,0,0,0,0.5,0,0,0,0,0.125,0,0.0625,blue/gray,,,,,,,1,
point_22,Floracliff,20_july,white ash_snag,16.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_22,Floracliff,20_july,ohio buckeye,19.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_22,Floracliff,20_july,sugar maple,15.9,3,7,7,10,5,6,30,40,6.75,20.25,13.5,Phaeophyscia,Myelochroa,,,,,,2,
point_23,Floracliff,20_july,red oak,14.4,0,1,30,25,0,1,20,75,14,24,19,Parmotrema,Punctelia,Phaeophyscia,Flavoparmelia,Myelochroa,,,5,
point_23,Floracliff,20_july,black walnut,33.8,0,0.5,0.5,0.5,0,0,1,3,0.375,1,0.6875,Phaeophyscia,,,,,,,1,
point_23,Floracliff,20_july,boxelder,23.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_23,Floracliff,20_july,red cedar,25.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_23,Floracliff,20_july,ohio buckeye,10.2,0,2,5,10,0,1,0,1,4.25,0.5,2.375,Phaeophyscia,Punctelia,Myelochroa,,,,,3,
point_24,Floracliff,20_july,american elm,12,0,0,1,7,0.5,2,3,10,2,3.875,2.9375,Phaeophyscia,,,,,,,1,
point_24,Floracliff,20_july,american sycamore,50.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_24,Floracliff,20_july,shellbark hickory,16.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_24,Floracliff,20_july,red cedar,34.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_24,Floracliff,20_july,chinkapin oak,12.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_25,Floracliff,24_june,american elm,20.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_25,Floracliff,24_june,hackberry,34.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_25,Floracliff,24_june,red cedar,18,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_25,Floracliff,24_june,red oak,24.4,0,5,1,13,0,2,22,10,4.75,8.5,6.625,Phaeophyscia,,,,,,,1,
point_25,Floracliff,24_june,sassafrass,33.1,1,50,50,90,0,10,60,30,47.75,25,36.375,Physcia,Mylechroa,,,,,,2,
point_26,Floracliff,15_july,ohio buckeye,12.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_26,Floracliff,15_july,boxelder,27.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_26,Floracliff,15_july,hackberry,19.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_26,Floracliff,15_july,chinkapin oak,22,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_26,Floracliff,15_july,white ash,14.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_27,Floracliff,15_july,honey locust,25.7,0,0,5,25,0,2,6,3,7.5,2.75,5.125,Myelochroa,,,,,,,1,
point_27,Floracliff,15_july,white ash_snag,28.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_27,Floracliff,15_july,hackberry,10.2,0,2,2,15,0,0,1,50,4.75,12.75,8.75,Phaeophyscia,Myelochroa,,,,,,2,
point_27,Floracliff,15_july,black cherry,28.4,0,2,5,20,0,0.5,8,40,6.75,12.125,9.4375,Punctelia,Myelochroa,Phaeophyscia,,,,,3,
point_27,Floracliff,15_july,boxelder,15.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_28,Floracliff,15_july,red cedar,13.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_28,Floracliff,15_july,osage orange,23.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_28,Floracliff,15_july,black walnut,27.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_28,Floracliff,15_july,black oak,34.5,0.5,30,25,60,0,5,12,15,28.875,8,18.4375,Parmotrema,Punctelia,Myelochroa,Phaeophyscia,Physcia,,,5,
point_28,Floracliff,15_july,white ash_snag,26,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_33,Floracliff,23_july,chinkapin oak_snag,16,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_33,Floracliff,23_july,red cedar,15.7,0,0,0,0,0,0,0,0.5,0,0.125,0.0625,Phaeophyscia,,,,,,,1,
point_33,Floracliff,23_july,black walnut,50,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_33,Floracliff,23_july,black maple,28.4,0,0,1,0,0,0,0,0,0.25,0,0.125,Phaeophyscia,,,,,,,1,
point_33,Floracliff,23_july,white ash,24.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_34,Floracliff,23_july,chinkapin oak,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_34,Floracliff,23_july,sugar maple,18,0,0,10,25,0,2,40,15,8.75,14.25,11.5,Punctelia,Phaeophyscia,,,,,,2,
point_34,Floracliff,23_july,shagbark hickory,35.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_34,Floracliff,23_july,red oak,75.7,0,0,12,20,0,8,16,10,8,8.5,8.25,Punctelia,,,,,,,1,
point_34,Floracliff,23_july,white ash,16.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_35,Floracliff,23_july,black locust,23.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_35,Floracliff,23_july,red cedar,31,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_35,Floracliff,23_july,red oak,57.7,0,0.5,1,1,0,0.5,0.5,5,0.625,1.5,1.0625,Phaeophyscia,Myelochroa,,,,,,2,
point_35,Floracliff,23_july,eastern redbud_snag,14.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_35,Floracliff,23_july,black cherry,21.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_36,Floracliff,12_july,sugar maple,13.9,0,1,1,10,0,0,0.5,0.5,3,0.25,1.625,Phaeophyscia,,,,,,,1,
point_36,Floracliff,12_july,american elm,14.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_36,Floracliff,12_july,chinkapin oak,14.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_36,Floracliff,12_july,white ash,52.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_36,Floracliff,12_july,black cherry,48.2,0,0,4,7,1,0.5,0.5,1,2.75,0.75,1.75,Punctelia,Phaeophyscia,,,,,,2,
point_37,Floracliff,28_june,black locust,20.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_37,Floracliff,28_june,red cedar,10,0,0,2,0,0,1,0.5,0,0.5,0.375,0.4375,Phaeophyscia,,,,,,,1,
point_37,Floracliff,28_june,chinkapin oak,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_37,Floracliff,28_june,american elm_snag,26.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_37,Floracliff,28_june,chestnut oak,10.7,0,0,2,34,0,0,2,5,9,1.75,5.375,Punctelia,Phaeophyscia,Candelaria,,,,,3,
point_38,Floracliff,28_june,american elm,24.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_38,Floracliff,28_june,black cherry_snag,24.2,0,0,0,0,0,0.5,15,3,0,4.625,2.3125,Punctelia,,,,,,,1,
point_38,Floracliff,28_june,red maple,15.6,0,0,1,0,0,0,0,2,0.25,0.5,0.375,Punctelia,Phaeophyscia,,,,,,2,
point_38,Floracliff,28_june,black locust,14.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_38,Floracliff,28_june,honeysuckle,21.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_45,Floracliff,12_july,white ash_snag,12.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_45,Floracliff,12_july,sugar maple,11.1,3,0,50,20,0,2,10,20,18.25,8,13.125,Phaeophyscia,Punctelia,Candelaria,Myelochroa,,,,4,
point_45,Floracliff,12_july,shagbark hickory,33,0,0.5,0,2,0,3,2,2,0.625,1.75,1.1875,Punctelia,Phaeophyscia,,,,,,2,
point_45,Floracliff,12_july,mockernut hickory,10.5,0,0,0,0,5,30,2,2,0,9.75,4.875,Phaeophyscia,Punctelia,,,,,,2,
point_45,Floracliff,12_july,chinkapin oak,19.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_46,Floracliff,12_july,sugar maple,23.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_46,Floracliff,12_july,chinkapin oak,33.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_46,Floracliff,12_july,red oak,47,0,0,1,1,0,0,0,0,0.5,0,0.25,Phaeophyscia,,,,,,,1,
point_46,Floracliff,12_july,mockernut hickory,23.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_46,Floracliff,12_july,shellbark hickory,63,3,2,1,0.5,0,0,0,0.5,1.625,0.125,0.875,Physcia,,,,,,,1,
point_47,Floracliff,23_july,chinkapin oak,26.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_47,Floracliff,23_july,sugar maple_snag,29.3,0,0,0.5,0,0,0,0,0,0.125,0,0.0625,Phaeophyscia,,,,,,,1,
point_47,Floracliff,23_july,red cedar,27.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_47,Floracliff,23_july,american persimmon,20.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_47,Floracliff,23_july,white ash,37.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_48,Floracliff,28_june,black locust,38,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_48,Floracliff,28_june,chinkapin oak,18.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_48,Floracliff,28_june,red maple,10.8,0,5,0,15,0,1,0.5,1,5,0.625,2.8125,Pyxine,Candelaria,Phaeophyscia,,,,,3,
point_48,Floracliff,28_june,red cedar,19.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_48,Floracliff,28_june,black oak,37.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_49,Floracliff,9_july,basswood,12.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_49,Floracliff,9_july,red oak,18.7,0,8,10,10,0,0.5,3,3,7,1.625,4.3125,Phaeophyscia,Candelaria,Punctelia,Flavoparmelia,Myelochroa,,,5,
point_49,Floracliff,9_july,hackberry,24.2,0,2,3,10,0,0.5,0.5,0,3.75,0.25,2,Phaeophyscia,,,,,,,1,
point_49,Floracliff,9_july,american elm,12,0,0.5,1,3,0,0.5,0.5,0.5,1.125,0.375,0.75,Phaeophyscia,Punctelia,,,,,,2,
point_49,Floracliff,9_july,black walnut,26.5,0,2,2,3,0,0,0.5,0,1.75,0.125,0.9375,Phaeophyscia,,,,,,,1,
point_58,Floracliff,25_june,black oak,51.6,0,1,20,30,0,0.5,0,1,12.75,0.375,6.5625,Phaeophyscia,,,,,,,1,
point_58,Floracliff,25_june,basswood,49.2,0,0.5,0,3,0,0,0,0,0.875,0,0.4375,Phaeophyscia,Physcia,,,,,,2,
point_58,Floracliff,25_june,unidentifiable,35.7,0,0,0.5,3,0,0,0,0,0.875,0,0.4375,Myelochroa,,,,,,,1,
point_58,Floracliff,25_june,red maple,15.3,0,3,7,10,0,2,2,5,5,2.25,3.625,Myelochroa,Phaeophyscia,Physcia,Candelaria,Punctelia,,,5,
point_58,Floracliff,25_june,red cedar,38.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_59,Floracliff,25_june,red maple,57.6,4,0,0,0,0,0,0,0,1,0,0.5,Myelochroa,,,,,,,1,
point_59,Floracliff,25_june,red oak,22.1,0,0,8,1,0,35,5,12,2.25,13,7.625,Candelaria,Myelochroa,Phaeophyscia,,,,,3,
point_59,Floracliff,25_june,american elm,10.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_59,Floracliff,25_june,black locust,15.6,0,0.5,3,0.5,0,20,35,35,1,22.5,11.75,Phaeophyscia,Candelaria,Physcia,,,,,3,
point_59,Floracliff,25_june,boxelder,44.4,0,3,1,2,0,0,4,35,1.5,9.75,5.625,Physcia,Phaeophyscia,,,,,,2,
point_60,Floracliff,9_july,black locust_snag,12.4,0,2,2,3,0,0,1,1,1.75,0.5,1.125,Punctelia,Phaeophyscia,,,,,,2,
point_60,Floracliff,9_july,common pear,47.6,0,0,1,0,2,3,3,2,0.25,2.5,1.375,Phaeophyscia,Candelaria,,,,,,2,
point_60,Floracliff,9_july,red cedar,20.2,0,0,1,0.5,0,0,1,0.5,0.375,0.375,0.375,Phaeophyscia,,,,,,,1,
point_60,Floracliff,9_july,black cherry,26.8,1,50,40,50,0,90,90,95,35.25,68.75,52,Flavoparmelia,Punctelia,Parmotrema,Phaeophyscia,,,,4,
point_60,Floracliff,9_july,american elm,10,0,1,5,8,0,1,6,10,3.5,4.25,3.875,Candelaria,Phaeophyscia,,,,,,2,
point_68,Floracliff,3_august,red cedar,23.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_68,Floracliff,3_august,sugar maple,31.2,0,0,0,5,0,0,0,0,1.25,0,0.625,Punctelia,,,,,,,1,
point_68,Floracliff,3_august,white ash,52.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_68,Floracliff,3_august,chinkapin oak,69.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_68,Floracliff,3_august,eastern redbud,19.5,0,0,1,0,2,0.5,0.5,0.5,0.25,0.875,0.5625,Phaeophyscia,Punctelia,,,,,,2,
point_69,Floracliff,25_june,red cedar,24.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_69,Floracliff,25_june,red maple,14.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_69,Floracliff,25_june,ulmus sp.,31.6,0,0,1,2,0,10,0.5,5,0.75,3.875,2.3125,Candelaria,Phaeophyscia,Punctelia,Myelochroa,,,,4,
point_69,Floracliff,25_june,chinkapin oak,25.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_69,Floracliff,25_june,american elm,14.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_70,Floracliff,8_july,white ash_snag,35,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_70,Floracliff,8_july,american elm,13.2,0,0,0.5,0,0,0,0,0.5,0.125,0.125,0.125,Phaeophyscia,,,,,,,1,
point_70,Floracliff,8_july,american elm,27,0,0,0.5,0,0,0,0.5,0.5,0.125,0.25,0.1875,Phaeophyscia,,,,,,,1,
point_70,Floracliff,8_july,green ash_snag,41.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_70,Floracliff,8_july,black locust,34.6,0,0,0.5,0,0.5,0.5,2,3,0.125,1.5,0.8125,Phaeophyscia,Punctelia,,,,,,2,
point_71,Floracliff,9_july,red cedar,17.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_71,Floracliff,9_july,red cedar,11.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_71,Floracliff,9_july,white ash_snag,23.9,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_71,Floracliff,9_july,white ash,20.4,0,0,0.5,6,0,0,2,25,1.625,6.75,4.1875,Myelochroa,Pyxine,Phaeophyscia,Punctelia,Parmotrema,,,5,
point_71,Floracliff,9_july,green ash_snag,18.6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_78,Floracliff,3_august,sugar maple,12.7,0,9,15,20,1,3,15,26,11,11.25,11.125,Phaeophyscia,Punctelia,Candelaria,Myelochroa,Physcia,,,5,
point_78,Floracliff,3_august,white ash_snag,20.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_78,Floracliff,3_august,red cedar_snag,10,0,0.5,6,10,2,4,12,20,4.125,9.5,6.8125,Parmotrema,Punctelia,Flavoparmelia,Usnea,,,,4,
point_78,Floracliff,3_august,black walnut,32.5,0,0.5,0.5,1,0,0,0.5,0,0.5,0.125,0.3125,Phaeophyscia,,,,,,,1,
point_78,Floracliff,3_august,american elm,18.4,0,0,0.5,1,0,1,8,6,0.375,3.75,2.0625,Phaeophyscia,Flavoparmelia,Myelochroa,,,,,3,
point_79,Floracliff,2_july,sugar maple,26.9,0,1,15,20,0,0,12,7,9,4.75,6.875,Phaeophyscia,Myelochroa,Candelaria,,,,,3,
point_79,Floracliff,2_july,sugar maple,41.6,0,12,15,50,0,5,15,20,19.25,10,14.625,Phaeophyscia,Myelochroa,Punctelia,,,,,3,
point_79,Floracliff,2_july,red oak,74.7,0,3,5,10,0,5,7,10,4.5,5.5,5,Phaeophyscia,Myelochroa,,,,,,2,
point_79,Floracliff,2_july,basswood,44.6,0,0,0.5,2,0,3,5,0,0.625,2,1.3125,Phaeophyscia,Myelochroa,Punctelia,,,,,3,
point_79,Floracliff,2_july,red cedar,12.2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_84,Floracliff,21_july,white ash,16.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_84,Floracliff,21_july,american elm,19,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_84,Floracliff,21_july,sugar maple,25.6,0,0.5,1,5,0,0,0,3,1.625,0.75,1.1875,Punctelia,Myelochroa,,,,,,2,
point_84,Floracliff,21_july,chinkapin oak,15.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_84,Floracliff,21_july,red cedar,25,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_85,Floracliff,29_july,chinkapin oak,44.8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_85,Floracliff,29_july,white oak,83,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_85,Floracliff,29_july,black oak,70.8,0,0.5,15,20,0,0,0,1,8.875,0.25,4.5625,Punctelia,Physcia,,,,,,2,
point_85,Floracliff,29_july,white ash,73.7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_85,Floracliff,29_july,shellbark hickory,23,1,5,1,0.5,0,0,1,0,1.875,0.25,1.0625,Phaeophyscia,,,,,,,1,
point_86,Floracliff,2_july,sugar maple,38.1,0,2,25,25,0,5,30,20,13,13.75,13.375,Pyxine,Myelochroa,,,,,,2,
point_86,Floracliff,2_july,sugar maple,36.4,0,1,5,5,0,5,1,25,2.75,7.75,5.25,Pyxine,Myelochroa,Punctelia,,,,,3,
point_86,Floracliff,2_july,sugar maple_snag,28.1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_86,Floracliff,2_july,black cherry,53.1,0,0,0,0,0,1,0.5,1,0,0.625,0.3125,Phaeophyscia,,,,,,,1,
point_86,Floracliff,2_july,chinkapin oak,21.5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_89,Floracliff,29_july,sugar maple,13.2,0,5,15,10,5,20,25,50,7.5,25,16.25,Parmotrema,Phaeophyscia,Candelaria,Punctelia,Physcia,Mylechroa,,6,
point_89,Floracliff,29_july,chinkapin oak,39.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_89,Floracliff,29_july,red cedar,31.3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_89,Floracliff,29_july,american elm,13.4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,
point_89,Floracliff,29_july,white ash_snag,19.2,0,0,0,5,0,1,0,0,1.25,0.25,0.75,Physcia,,,,,,,1,
point_90,Floracliff,2_july,sugar maple,31.3,0,0,0.5,3,0,0,1,0,0.875,0.25,0.5625,Candelaria,Phaeophyscia,,,,,,2,
point_90,Floracliff,2_july,black maple,52,0,0,0,1,0,0,0,0,0.25,0,0.125,Phaeophyscia,,,,,,,1,
point_90,Floracliff,2_july,chinkapin oak,26.3,0,0,0,0,0,0.5,1,1,0,0.625,0.3125,Phaeophyscia,,,,,,,1,
